Jahr,Nation bisher,Kontinent bisher,Geschlecht,Altersklasse,Einbuergerungen
2010,Griechenland,Europa,W,60-79,2
2010,Bolivien,Amerika,W,40-59,1
2010,Italien,Europa,M,80-99,1
2010,Argentinien,Amerika,W,20-39,3
2010,Luxemburg,Europa,M,20-39,2
2010,Somalia,Afrika,W,20-39,8
2010,Italien,Europa,W,60-79,19
2010,Niederlande,Europa,W,20-39,2
2010,Tunesien,Afrika,M,40-59,5
2010,Oesterreich,Europa,W,60-79,2
2010,Georgien,Asien,M,20-39,1
2010,Bangladesch,Asien,W,40-59,1
2010,Bangladesch,Asien,W,20-39,8
2010,Bangladesch,Asien,W,0-19,8
2010,Vietnam,Asien,W,20-39,5
2010,Vietnam,Asien,M,20-39,1
2010,Thailand,Asien,W,40-59,6
2010,Thailand,Asien,M,20-39,1
2010,Oesterreich,Europa,M,60-79,1
2010,Syrien,Asien,M,20-39,1
2010,Suedkorea,Asien,W,40-59,1
2010,Suedkorea,Asien,M,0-19,1
2010,Philippinen,Asien,M,40-59,1
2010,Philippinen,Asien,M,0-19,4
2010,Pakistan,Asien,W,0-19,22
2010,Malaysia,Asien,W,40-59,2
2010,Libanon,Asien,W,40-59,1
2010,Libanon,Asien,W,20-39,2
2010,Libanon,Asien,W,0-19,3
2010,Laos,Asien,M,20-39,1
2010,Jordanien,Asien,W,0-19,1
2010,Japan,Asien,W,40-59,1
2010,Israel,Asien,W,20-39,6
2010,Israel,Asien,W,0-19,1
2010,Israel,Asien,M,60-79,3
2010,Portugal,Europa,W,40-59,19
2010,Israel,Asien,M,20-39,5
2010,Israel,Asien,M,0-19,2
2010,Iran,Asien,W,40-59,2
2010,Iran,Asien,M,20-39,3
2010,Irak,Asien,W,40-59,3
2010,Irak,Asien,W,0-19,8
2010,Indonesien,Asien,M,40-59,2
2010,Indien,Asien,W,20-39,6
2010,Indien,Asien,W,0-19,10
2010,Indien,Asien,M,60-79,1
2010,China,Asien,W,40-59,1
2010,China,Asien,W,0-19,6
2010,China,Asien,M,20-39,1
2010,Sri Lanka,Asien,W,40-59,49
2010,Spanien,Europa,W,0-19,22
2010,Sri Lanka,Asien,W,0-19,90
2010,Sri Lanka,Asien,M,60-79,4
2010,Sri Lanka,Asien,M,40-59,80
2010,Afghanistan,Asien,W,40-59,1
2010,Afghanistan,Asien,W,0-19,1
2010,Afghanistan,Asien,M,40-59,3
2010,USA,Amerika,W,40-59,6
2010,USA,Amerika,W,0-19,1
2010,USA,Amerika,M,60-79,2
2010,USA,Amerika,M,40-59,11
2010,Venezuela,Amerika,W,20-39,4
2010,Venezuela,Amerika,M,0-19,1
2010,Uruguay,Amerika,M,20-39,1
2010,Peru,Amerika,W,20-39,8
2010,Slowakei,Europa,M,0-19,3
2010,Peru,Amerika,M,40-59,2
2010,Peru,Amerika,M,20-39,2
2010,Peru,Amerika,M,0-19,2
2010,Mexiko,Amerika,W,20-39,2
2010,Mexiko,Amerika,M,20-39,1
2010,Kuba,Amerika,W,40-59,2
2010,Kuba,Amerika,M,20-39,2
2010,Kolumbien,Amerika,W,20-39,4
2010,Kolumbien,Amerika,W,0-19,2
2010,Kolumbien,Amerika,M,40-59,1
2010,Kanada,Amerika,W,40-59,1
2010,Kanada,Amerika,M,40-59,1
2010,Jamaika,Amerika,W,40-59,2
2010,Haiti,Amerika,W,40-59,1
2010,Serbien,Europa,W,40-59,88
2010,Haiti,Amerika,W,0-19,2
2010,Guatemala,Amerika,W,40-59,2
2010,Guatemala,Amerika,M,40-59,1
2010,Ecuador,Amerika,W,20-39,1
2010,Ecuador,Amerika,M,40-59,1
2010,Ecuador,Amerika,M,0-19,1
2010,Dominikanische Republik,Amerika,M,40-59,4
2010,Dominikanische Republik,Amerika,M,0-19,3
2010,Chile,Amerika,W,40-59,5
2010,Chile,Amerika,W,20-39,2
2010,Chile,Amerika,M,20-39,1
2010,Brasilien,Amerika,W,60-79,1
2010,Brasilien,Amerika,W,20-39,16
2010,Brasilien,Amerika,M,20-39,9
2010,Brasilien,Amerika,M,0-19,3
2010,Slowenien,Europa,W,60-79,1
2010,Bolivien,Amerika,W,20-39,4
2010,Bolivien,Amerika,M,40-59,1
2010,Argentinien,Amerika,W,40-59,2
2010,Eritrea,Afrika,W,0-19,1
2010,Aegypten,Afrika,M,20-39,4
2010,Tunesien,Afrika,W,0-19,4
2010,Togo,Afrika,M,40-59,2
2010,Tansania,Afrika,W,0-19,1
2010,Namibia,Afrika,W,20-39,1
2010,Namibia,Afrika,W,0-19,1
2010,Somalia,Afrika,W,40-59,8
2010,Somalia,Afrika,W,0-19,24
2010,Somalia,Afrika,M,20-39,6
2010,Simbabwe,Afrika,W,40-59,1
2010,Kosovo,Europa,M,20-39,23
2010,Simbabwe,Afrika,M,0-19,1
2010,Nigeria,Afrika,W,20-39,2
2010,Nigeria,Afrika,M,40-59,5
2010,Marokko,Afrika,W,40-59,4
2010,Marokko,Afrika,W,0-19,2
2010,Marokko,Afrika,M,40-59,4
2010,Liberia,Afrika,W,40-59,1
2010,Liberia,Afrika,M,0-19,1
2010,Kongo (Kinshasa),Afrika,W,20-39,3
2010,Kongo (Kinshasa),Afrika,M,40-59,3
2010,Kongo (Brazzaville),Afrika,M,40-59,1
2010,Kenia,Afrika,W,40-59,2
2010,Kenia,Afrika,W,0-19,1
2010,Kamerun,Afrika,W,0-19,3
2010,Russland,Europa,W,60-79,1
2010,Kamerun,Afrika,M,0-19,1
2010,Guinea,Afrika,M,20-39,1
2010,Guinea-Bissau,Afrika,M,20-39,1
2010,Ghana,Afrika,M,20-39,1
2010,Gambia,Afrika,M,40-59,1
2010,Elfenbeinkueste,Afrika,W,40-59,2
2010,Elfenbeinkueste,Afrika,M,20-39,1
2010,Angola,Afrika,W,40-59,3
2010,Angola,Afrika,W,20-39,0
2010,Angola,Afrika,W,0-19,8
2010,Algerien,Afrika,W,40-59,1
2010,Algerien,Afrika,M,40-59,4
2010,Algerien,Afrika,M,20-39,5
2010,Aethiopien,Afrika,W,0-19,1
2010,Aethiopien,Afrika,M,0-19,1
2010,Gambia,Afrika,M,20-39,1
2010,Belarus,Europa,W,20-39,1
2010,Ukraine,Europa,W,40-59,2
2010,Ukraine,Europa,M,20-39,1
2010,Russland,Europa,W,20-39,10
2010,Russland,Europa,W,0-19,2
2010,Russland,Europa,M,0-19,2
2010,Lettland,Europa,M,0-19,1
2010,Kosovo,Europa,W,60-79,1
2010,Kosovo,Europa,W,40-59,13
2010,Kosovo,Europa,M,40-59,27
2010,Mazedonien,Europa,W,40-59,16
2010,Mazedonien,Europa,W,20-39,35
2010,Mazedonien,Europa,M,40-59,18
2010,Mazedonien,Europa,M,20-39,28
2010,Mazedonien,Europa,M,0-19,40
2010,Ghana,Afrika,M,0-19,3
2010,Bosnien und Herzegowina,Europa,W,60-79,5
2010,Bosnien und Herzegowina,Europa,W,40-59,22
2010,Bosnien und Herzegowina,Europa,W,20-39,30
2010,Bosnien und Herzegowina,Europa,W,0-19,25
2010,Bosnien und Herzegowina,Europa,M,0-19,32
2010,Slowenien,Europa,W,20-39,1
2010,Slowenien,Europa,W,0-19,2
2010,Kroatien,Europa,W,60-79,6
2010,Slowenien,Europa,M,0-19,2
2010,Slowenien,Europa,M,20-39,2
2010,Kongo (Brazzaville),Afrika,W,0-19,3
2010,Slowenien,Europa,W,40-59,1
2010,Bosnien und Herzegowina,Europa,M,20-39,25
2010,Bosnien und Herzegowina,Europa,M,40-59,29
2010,Kroatien,Europa,W,40-59,40
2010,Kroatien,Europa,W,20-39,19
2010,Kroatien,Europa,W,0-19,32
2010,Kroatien,Europa,M,60-79,7
2010,Kroatien,Europa,M,20-39,12
2010,Kosovo,Europa,M,0-19,59
2010,Kosovo,Europa,M,60-79,2
2010,Kosovo,Europa,W,0-19,51
2010,Kroatien,Europa,M,0-19,27
2010,Serbien,Europa,W,60-79,6
2010,Moldova,Europa,W,20-39,1
2010,Russland,Europa,M,20-39,4
2010,Russland,Europa,M,40-59,2
2010,Ghana,Afrika,M,40-59,3
2010,Russland,Europa,W,40-59,7
2010,Ukraine,Europa,M,40-59,1
2010,Ukraine,Europa,W,0-19,1
2010,Aethiopien,Afrika,M,20-39,1
2010,Aethiopien,Afrika,W,20-39,3
2010,Aethiopien,Afrika,W,40-59,1
2010,Elfenbeinkueste,Afrika,M,40-59,2
2010,Algerien,Afrika,W,0-19,5
2010,Angola,Afrika,M,0-19,10
2010,Angola,Afrika,M,20-39,7
2010,Serbien,Europa,W,20-39,155
2010,Mali,Afrika,M,0-19,1
2010,Serbien,Europa,W,0-19,153
2010,Serbien,Europa,M,60-79,16
2010,Elfenbeinkueste,Afrika,M,0-19,4
2010,Elfenbeinkueste,Afrika,W,0-19,1
2010,Elfenbeinkueste,Afrika,W,20-39,1
2010,Angola,Afrika,M,40-59,2
2010,Serbien,Europa,M,20-39,122
2010,Serbien,Europa,M,0-19,182
2010,Tschechische Republik,Europa,W,40-59,2
2010,Kamerun,Afrika,W,20-39,4
2010,Kenia,Afrika,M,0-19,2
2010,Tschechische Republik,Europa,W,20-39,2
2010,Tschechische Republik,Europa,W,0-19,2
2010,Marokko,Afrika,M,60-79,1
2010,Tschechische Republik,Europa,M,40-59,1
2010,Tschechische Republik,Europa,M,0-19,2
2010,Algerien,Afrika,M,0-19,2
2010,Algerien,Afrika,W,20-39,3
2010,Slowakei,Europa,W,20-39,5
2010,Ghana,Afrika,W,0-19,4
2010,Ghana,Afrika,W,20-39,3
2010,Ukraine,Europa,W,20-39,9
2010,Slowakei,Europa,W,0-19,2
2010,Slowakei,Europa,M,40-59,1
2010,Ungarn,Europa,W,60-79,1
2010,Senegal,Afrika,M,40-59,2
2010,Mauritius,Afrika,W,40-59,1
2010,Ungarn,Europa,W,40-59,8
2010,Ungarn,Europa,W,0-19,2
2010,Kamerun,Afrika,M,20-39,1
2010,Russland,Europa,M,60-79,1
2010,Tuerkei,Europa,W,60-79,3
2010,Tuerkei,Europa,W,40-59,32
2010,Tuerkei,Europa,W,20-39,41
2010,Tuerkei,Europa,W,0-19,51
2010,Tuerkei,Europa,M,60-79,7
2010,Tuerkei,Europa,M,40-59,37
2010,Tuerkei,Europa,M,20-39,57
2010,Kosovo,Europa,W,20-39,32
2010,Spanien,Europa,W,60-79,6
2010,Spanien,Europa,W,40-59,19
2010,Spanien,Europa,W,20-39,18
2010,Brasilien,Amerika,M,40-59,4
2010,Spanien,Europa,M,60-79,6
2010,Senegal,Afrika,M,20-39,2
2010,Spanien,Europa,M,40-59,16
2010,Spanien,Europa,M,20-39,20
2010,Mazedonien,Europa,W,0-19,30
2010,Schweden,Europa,W,40-59,1
2010,Schweden,Europa,W,20-39,3
2010,Schweden,Europa,W,0-19,1
2010,Kongo (Kinshasa),Afrika,M,0-19,2
2010,Kongo (Kinshasa),Afrika,M,20-39,1
2010,Bosnien und Herzegowina,Europa,M,60-79,5
2010,Marokko,Afrika,W,20-39,3
2010,Schweden,Europa,M,40-59,1
2010,Schweden,Europa,M,20-39,1
2010,Somalia,Afrika,M,40-59,8
2010,Schweden,Europa,M,0-19,2
2010,Rumaenien,Europa,W,40-59,5
2010,Jamaika,Amerika,M,40-59,2
2010,Liberia,Afrika,M,40-59,1
2010,Slowenien,Europa,M,40-59,1
2010,Rumaenien,Europa,M,40-59,2
2010,Rumaenien,Europa,M,20-39,4
2010,Rumaenien,Europa,M,0-19,1
2010,Portugal,Europa,W,20-39,14
2010,Marokko,Afrika,M,0-19,2
2010,Marokko,Afrika,M,20-39,5
2010,Kroatien,Europa,M,40-59,41
2010,Suedafrika,Afrika,M,40-59,1
2010,Portugal,Europa,W,0-19,39
2010,Portugal,Europa,M,60-79,2
2010,Peru,Amerika,W,40-59,2
2010,Trinidad und Tobago,Amerika,W,0-19,1
2010,Portugal,Europa,M,20-39,7
2010,Portugal,Europa,M,0-19,24
2010,Polen,Europa,W,40-59,3
2010,Serbien,Europa,M,40-59,96
2010,Polen,Europa,W,0-19,1
2010,Polen,Europa,M,60-79,1
2010,Polen,Europa,M,20-39,3
2010,Polen,Europa,M,0-19,3
2010,Kongo (Brazzaville),Afrika,M,0-19,1
2010,Nigeria,Afrika,M,0-19,1
2010,Nigeria,Afrika,M,20-39,4
2010,Slowakei,Europa,W,40-59,2
2010,Oesterreich,Europa,W,40-59,2
2010,Oesterreich,Europa,W,20-39,2
2010,Oesterreich,Europa,W,0-19,2
2010,Chinesisches Taipei,Asien,W,40-59,2
2010,Oesterreich,Europa,M,40-59,7
2010,Simbabwe,Afrika,W,0-19,2
2010,Ungarn,Europa,M,40-59,3
2010,Tunesien,Afrika,M,0-19,5
2010,Norwegen,Europa,W,0-19,2
2010,Niederlande,Europa,W,40-59,4
2010,Niederlande,Europa,W,0-19,3
2010,Niederlande,Europa,M,60-79,1
2010,Niederlande,Europa,M,40-59,5
2010,Somalia,Afrika,M,0-19,26
2010,Tuerkei,Europa,M,0-19,68
2010,Niederlande,Europa,M,20-39,2
2010,Niederlande,Europa,M,0-19,2
2010,Tunesien,Afrika,W,20-39,3
2010,Luxemburg,Europa,W,20-39,2
2010,Luxemburg,Europa,M,40-59,4
2010,Jordanien,Asien,W,20-39,1
2010,Liechtenstein,Europa,W,40-59,1
2010,Spanien,Europa,M,0-19,16
2010,Liechtenstein,Europa,W,20-39,2
2010,Liechtenstein,Europa,M,20-39,1
2010,Italien,Europa,W,40-59,53
2010,Eritrea,Afrika,W,40-59,1
2010,Italien,Europa,W,20-39,35
2010,Italien,Europa,W,0-19,51
2010,Suedafrika,Afrika,W,20-39,2
2010,Sudan,Afrika,M,40-59,2
2010,Rumaenien,Europa,W,20-39,2
2010,Italien,Europa,M,60-79,23
2010,Italien,Europa,M,40-59,58
2010,Italien,Europa,M,20-39,58
2010,Thailand,Asien,W,0-19,4
2010,Italien,Europa,M,0-19,39
2010,Grossbritannien,Europa,W,60-79,2
2010,Grossbritannien,Europa,W,40-59,3
2010,Grossbritannien,Europa,W,20-39,3
2010,Togo,Afrika,M,20-39,1
2010,Portugal,Europa,M,40-59,23
2010,Grossbritannien,Europa,M,40-59,5
2010,Grossbritannien,Europa,M,20-39,2
2010,Grossbritannien,Europa,M,0-19,1
2010,Griechenland,Europa,W,40-59,8
2010,Griechenland,Europa,W,20-39,3
2010,Griechenland,Europa,W,0-19,5
2010,Tunesien,Afrika,M,20-39,3
2010,Griechenland,Europa,M,20-39,5
2010,Frankreich,Europa,W,40-59,2
2010,Frankreich,Europa,W,20-39,5
2010,Kenia,Afrika,W,20-39,2
2010,Eritrea,Afrika,M,20-39,1
2010,Frankreich,Europa,W,0-19,3
2010,Frankreich,Europa,M,40-59,5
2010,Frankreich,Europa,M,20-39,2
2010,Frankreich,Europa,M,0-19,3
2010,Finnland,Europa,W,40-59,3
2010,Finnland,Europa,W,20-39,3
2010,Finnland,Europa,W,0-19,2
2010,Deutschland,Europa,W,60-79,25
2010,Argentinien,Amerika,M,40-59,1
2010,Chile,Amerika,M,40-59,4
2010,Deutschland,Europa,W,40-59,141
2010,Deutschland,Europa,W,20-39,72
2010,Deutschland,Europa,M,60-79,33
2010,Deutschland,Europa,M,40-59,134
2010,Deutschland,Europa,M,20-39,55
2010,Deutschland,Europa,M,0-19,51
2010,Daenemark,Europa,W,0-19,2
2010,Daenemark,Europa,M,20-39,2
2010,Bulgarien,Europa,W,40-59,2
2010,Bulgarien,Europa,W,0-19,1
2010,Bulgarien,Europa,M,40-59,3
2010,Bulgarien,Europa,M,0-19,1
2010,Belgien,Europa,M,40-59,1
2010,Dominikanische Republik,Amerika,W,0-19,8
2010,Belgien,Europa,M,20-39,1
2010,Albanien,Europa,W,40-59,1
2010,Albanien,Europa,M,40-59,1
2010,Albanien,Europa,M,0-19,2
2010,Chile,Amerika,M,0-19,3
2010,Ecuador,Amerika,M,20-39,1
2010,Ecuador,Amerika,W,40-59,1
2010,Jamaika,Amerika,M,0-19,1
2010,Ecuador,Amerika,W,0-19,2
2010,Kanada,Amerika,M,20-39,1
2010,Kanada,Amerika,W,60-79,1
2010,Kuba,Amerika,M,40-59,2
2010,Kanada,Amerika,W,20-39,1
2010,Mexiko,Amerika,M,0-19,1
2010,Mexiko,Amerika,W,40-59,2
2010,Brasilien,Amerika,W,40-59,8
2010,Mexiko,Amerika,M,60-79,1
2010,Venezuela,Amerika,W,40-59,1
2010,USA,Amerika,W,60-79,3
2010,Venezuela,Amerika,M,40-59,1
2010,Afghanistan,Asien,M,60-79,1
2010,Afghanistan,Asien,W,60-79,1
2010,Sri Lanka,Asien,W,60-79,1
2010,Afghanistan,Asien,W,20-39,1
2010,China,Asien,M,40-59,1
2010,Indien,Asien,M,0-19,6
2010,Irak,Asien,M,0-19,7
2010,China,Asien,W,20-39,11
2010,Irak,Asien,W,20-39,5
2010,Iran,Asien,M,40-59,6
2010,Uruguay,Amerika,W,20-39,1
2010,Iran,Asien,M,0-19,2
2010,Libanon,Asien,M,0-19,5
2010,Pakistan,Asien,M,0-19,17
2010,Kambodscha,Asien,W,20-39,1
2010,Pakistan,Asien,W,20-39,9
2010,Philippinen,Asien,W,0-19,6
2010,Thailand,Asien,M,40-59,2
2010,Philippinen,Asien,M,20-39,5
2010,Vietnam,Asien,M,0-19,5
2010,Bangladesch,Asien,M,0-19,8
2010,Neuseeland,Ozeanien,M,40-59,1
2010,Vietnam,Asien,W,0-19,3
2010,Kenia,Afrika,M,20-39,1
2009,Albanien,Europa,W,40-59,1
2009,Bulgarien,Europa,W,20-39,2
2009,Bulgarien,Europa,M,20-39,1
2009,Deutschland,Europa,W,20-39,70
2009,Finnland,Europa,W,60-79,1
2009,Finnland,Europa,M,0-19,1
2009,Griechenland,Europa,M,0-19,2
2009,Grossbritannien,Europa,M,60-79,3
2009,Griechenland,Europa,W,0-19,4
2009,Italien,Europa,M,40-59,57
2009,Liechtenstein,Europa,W,60-79,1
2009,Italien,Europa,W,40-59,53
2009,Oesterreich,Europa,M,0-19,1
2009,Polen,Europa,M,20-39,2
2009,Oesterreich,Europa,W,20-39,2
2009,Portugal,Europa,M,40-59,16
2009,Rumaenien,Europa,M,0-19,2
2009,Schweden,Europa,M,0-19,2
2009,Tuerkei,Europa,M,40-59,55
2009,Spanien,Europa,W,40-59,16
2009,Ungarn,Europa,M,40-59,3
2009,Slowakei,Europa,W,40-59,5
2009,Ungarn,Europa,W,40-59,5
2009,"Serbien, Montenegro, Kosovo",Europa,W,0-19,276
2009,"Serbien, Montenegro, Kosovo",Europa,W,20-39,7
2009,"Serbien, Montenegro, Kosovo",Europa,M,0-19,17
2009,Kroatien,Europa,W,60-79,6
2009,Slowenien,Europa,W,40-59,1
2009,Bosnien und Herzegowina,Europa,M,60-79,3
2009,Moldova,Europa,M,40-59,1
2009,Mazedonien,Europa,W,40-59,20
2009,Ukraine,Europa,W,40-59,4
2009,Algerien,Afrika,W,0-19,4
2009,Aethiopien,Afrika,M,40-59,1
2009,Elfenbeinkueste,Afrika,W,0-19,2
2009,Guinea,Afrika,M,40-59,1
2009,Ghana,Afrika,M,20-39,1
2009,Kongo (Brazzaville),Afrika,W,0-19,1
2009,Mali,Afrika,M,0-19,1
2009,Liberia,Afrika,M,40-59,1
2009,Marokko,Afrika,W,40-59,7
2009,Senegal,Afrika,M,20-39,2
2009,Nigeria,Afrika,W,40-59,2
2009,Somalia,Afrika,W,40-59,5
2009,Togo,Afrika,M,20-39,1
2009,Sudan,Afrika,M,40-59,4
2009,Uganda,Afrika,M,40-59,1
2009,Argentinien,Amerika,M,40-59,2
2009,Zentralafrikanische Republik,Afrika,M,0-19,1
2009,Brasilien,Amerika,M,20-39,8
2009,Chile,Amerika,W,20-39,2
2009,Brasilien,Amerika,W,40-59,11
2009,Dominikanische Republik,Amerika,W,20-39,6
2009,Haiti,Amerika,W,20-39,1
2009,Ecuador,Amerika,W,20-39,1
2009,Kolumbien,Amerika,M,0-19,3
2009,Kuba,Amerika,W,20-39,2
2009,Kolumbien,Amerika,W,40-59,4
2009,Peru,Amerika,W,0-19,2
2009,USA,Amerika,W,0-19,8
2009,USA,Amerika,M,0-19,7
2009,Afghanistan,Asien,W,0-19,2
2009,Sri Lanka,Asien,M,20-39,28
2009,Sri Lanka,Asien,W,20-39,48
2009,Irak,Asien,M,0-19,6
2009,Indien,Asien,W,0-19,8
2009,Iran,Asien,M,20-39,4
2009,Israel,Asien,W,40-59,3
2009,Iran,Asien,W,40-59,10
2009,Laos,Asien,W,0-19,1
2009,Mazedonien,Europa,M,40-59,25
2009,Nepal,Asien,M,0-19,2
2009,Libanon,Asien,W,0-19,6
2009,Pakistan,Asien,W,40-59,1
2009,Philippinen,Asien,W,0-19,9
2009,Suedkorea,Asien,M,40-59,1
2009,Thailand,Asien,M,40-59,1
2009,Bangladesch,Asien,M,0-19,8
2009,Vietnam,Asien,M,20-39,1
2009,Georgien,Asien,M,20-39,1
2009,Kasachstan,Asien,W,20-39,1
2009,Australien,Ozeanien,W,0-19,1
2009,Staat unbekannt,Unzuteilbar,M,40-59,1
2009,Staatenlos,Unzuteilbar,M,20-39,1
2009,Neuseeland,Ozeanien,W,20-39,1
2009,Neuseeland,Ozeanien,M,20-39,2
2009,Australien,Ozeanien,W,40-59,1
2009,Australien,Ozeanien,M,40-59,1
2009,Australien,Ozeanien,M,20-39,3
2009,Australien,Ozeanien,M,0-19,1
2009,Kasachstan,Asien,W,0-19,2
2009,Georgien,Asien,W,20-39,1
2009,Georgien,Asien,W,0-19,1
2009,Georgien,Asien,M,0-19,1
2009,Armenien,Asien,W,20-39,1
2009,Armenien,Asien,W,0-19,1
2009,Bangladesch,Asien,W,20-39,10
2009,Bangladesch,Asien,W,0-19,7
2009,Bangladesch,Asien,M,40-59,7
2009,Bangladesch,Asien,M,20-39,4
2009,Vietnam,Asien,W,40-59,1
2009,Vietnam,Asien,W,20-39,2
2009,Vietnam,Asien,W,0-19,3
2009,Thailand,Asien,W,40-59,6
2009,Thailand,Asien,W,20-39,21
2009,Thailand,Asien,W,0-19,5
2009,Thailand,Asien,M,0-19,8
2009,Syrien,Asien,W,60-79,1
2009,Syrien,Asien,W,40-59,1
2009,Syrien,Asien,M,40-59,1
2009,Syrien,Asien,M,20-39,2
2009,Suedkorea,Asien,W,60-79,1
2009,Suedkorea,Asien,W,40-59,2
2009,Suedkorea,Asien,M,20-39,1
2009,Philippinen,Asien,W,40-59,8
2009,Philippinen,Asien,W,20-39,15
2009,Philippinen,Asien,M,40-59,5
2009,Philippinen,Asien,M,20-39,8
2009,Philippinen,Asien,M,0-19,11
2009,Pakistan,Asien,W,20-39,2
2009,Pakistan,Asien,W,0-19,10
2009,Pakistan,Asien,M,40-59,4
2009,Pakistan,Asien,M,20-39,4
2009,Pakistan,Asien,M,0-19,10
2009,Nepal,Asien,W,20-39,1
2009,Nepal,Asien,M,40-59,1
2009,Mongolei,Asien,W,40-59,1
2009,Mongolei,Asien,W,0-19,1
2009,Libanon,Asien,W,20-39,2
2009,Libanon,Asien,M,40-59,7
2009,Libanon,Asien,M,20-39,6
2009,Libanon,Asien,M,0-19,10
2009,Kambodscha,Asien,M,60-79,1
2009,Kambodscha,Asien,M,20-39,1
2009,Jordanien,Asien,M,20-39,1
2009,Japan,Asien,W,60-79,1
2009,Japan,Asien,W,40-59,1
2009,Japan,Asien,W,20-39,2
2009,Japan,Asien,M,60-79,1
2009,Israel,Asien,W,20-39,2
2009,Israel,Asien,M,40-59,4
2009,Israel,Asien,M,20-39,2
2009,Iran,Asien,W,20-39,6
2009,Iran,Asien,W,0-19,5
2009,Iran,Asien,M,40-59,9
2009,Iran,Asien,M,0-19,7
2009,Irak,Asien,W,40-59,2
2009,Irak,Asien,W,20-39,5
2009,Irak,Asien,W,0-19,5
2009,Irak,Asien,M,60-79,1
2009,Irak,Asien,M,40-59,6
2009,Irak,Asien,M,20-39,6
2009,Indonesien,Asien,W,20-39,1
2009,Indien,Asien,W,40-59,2
2009,Indien,Asien,W,20-39,2
2009,Indien,Asien,M,40-59,5
2009,Indien,Asien,M,20-39,3
2009,Indien,Asien,M,0-19,4
2009,China,Asien,W,40-59,6
2009,China,Asien,W,20-39,5
2009,China,Asien,W,0-19,4
2009,China,Asien,M,40-59,3
2009,China,Asien,M,20-39,7
2009,China,Asien,M,0-19,5
2009,Chinesisches Taipei,Asien,W,40-59,3
2009,Sri Lanka,Asien,W,40-59,58
2009,Sri Lanka,Asien,W,0-19,94
2009,Sri Lanka,Asien,M,60-79,1
2009,Sri Lanka,Asien,M,40-59,93
2009,Sri Lanka,Asien,M,0-19,98
2009,Afghanistan,Asien,W,40-59,2
2009,Afghanistan,Asien,W,20-39,1
2009,Afghanistan,Asien,M,60-79,1
2009,Afghanistan,Asien,M,40-59,1
2009,Afghanistan,Asien,M,20-39,5
2009,Afghanistan,Asien,M,0-19,5
2009,USA,Amerika,W,60-79,2
2009,USA,Amerika,W,40-59,8
2009,USA,Amerika,W,20-39,7
2009,USA,Amerika,M,60-79,1
2009,USA,Amerika,M,40-59,5
2009,USA,Amerika,M,20-39,8
2009,Venezuela,Amerika,M,40-59,1
2009,Peru,Amerika,W,40-59,2
2009,Peru,Amerika,W,20-39,8
2009,Peru,Amerika,M,40-59,5
2009,Peru,Amerika,M,20-39,1
2009,Peru,Amerika,M,0-19,4
2009,Paraguay,Amerika,W,40-59,1
2009,Mexiko,Amerika,W,20-39,3
2009,Mexiko,Amerika,M,40-59,1
2009,Mexiko,Amerika,M,20-39,1
2009,Kuba,Amerika,W,0-19,1
2009,Kuba,Amerika,M,40-59,2
2009,Kuba,Amerika,M,20-39,1
2009,Kolumbien,Amerika,W,20-39,7
2009,Kolumbien,Amerika,W,0-19,1
2009,Kolumbien,Amerika,M,40-59,1
2009,Kanada,Amerika,W,40-59,2
2009,Kanada,Amerika,W,0-19,1
2009,Kanada,Amerika,M,40-59,1
2009,Kanada,Amerika,M,20-39,3
2009,Kanada,Amerika,M,0-19,1
2009,Honduras,Amerika,W,20-39,2
2009,Haiti,Amerika,W,40-59,1
2009,Haiti,Amerika,W,0-19,1
2009,El Salvador,Amerika,W,20-39,1
2009,El Salvador,Amerika,M,20-39,1
2009,Ecuador,Amerika,M,20-39,2
2009,Ecuador,Amerika,M,0-19,1
2009,Dominikanische Republik,Amerika,W,40-59,5
2009,Dominikanische Republik,Amerika,W,0-19,11
2009,Dominikanische Republik,Amerika,M,40-59,4
2009,Dominikanische Republik,Amerika,M,20-39,5
2009,Dominikanische Republik,Amerika,M,0-19,9
2009,Costa Rica,Amerika,W,20-39,1
2009,Costa Rica,Amerika,M,20-39,1
2009,Chile,Amerika,W,40-59,1
2009,Chile,Amerika,M,40-59,2
2009,Chile,Amerika,M,0-19,1
2009,Brasilien,Amerika,W,60-79,1
2009,Brasilien,Amerika,W,20-39,23
2009,Brasilien,Amerika,W,0-19,6
2009,Brasilien,Amerika,M,40-59,5
2009,Brasilien,Amerika,M,0-19,9
2009,Bolivien,Amerika,W,60-79,1
2009,Bolivien,Amerika,W,40-59,3
2009,Bolivien,Amerika,W,20-39,1
2009,Bolivien,Amerika,M,60-79,1
2009,Argentinien,Amerika,W,60-79,1
2009,Argentinien,Amerika,W,20-39,5
2009,Argentinien,Amerika,M,20-39,3
2009,Argentinien,Amerika,M,0-19,2
2009,Eritrea,Afrika,M,0-19,1
2009,Aegypten,Afrika,W,40-59,1
2009,Aegypten,Afrika,M,20-39,4
2009,Aegypten,Afrika,M,0-19,1
2009,Tunesien,Afrika,W,40-59,2
2009,Tunesien,Afrika,W,20-39,1
2009,Tunesien,Afrika,W,0-19,2
2009,Tunesien,Afrika,M,40-59,3
2009,Tunesien,Afrika,M,20-39,5
2009,Tunesien,Afrika,M,0-19,6
2009,Togo,Afrika,W,0-19,1
2009,Tansania,Afrika,W,0-19,1
